tokens,LOC,ORG,PER,sentiment,neutral,positive
ta pogovor v kjer se v rusija v sestati z ruski,1,0,0,4,0,1
s prvi mož po sestanek plinski gigant gazper miller v,0,1,0,3,1,-1
deloven obisk v v moskva sestati z investicija iz jesti v v torek v muditi zato slovenski investicija v varen slovenski premier janša v spremljati gospodarski delegacija povedati janša v in spomniti,1,0,0,4,0,1
biti lahek v leten dobaviti 63,1,0,0,4,0,1
zaleči v pretresati dvig ddv,0,1,0,3,1,-1
matej lahovnik lahovnik koalicija jesti krizen davek videti pa jesti jesti dejati treb si jesti pojasnilo in dodati jesti razložiti prava zato fota thinkstocka se strinjati jesti dajati mena da ddv pa jesti opozorilo da jesti dejati plus minus in učinek jesti dejati jesti dodati referendum tlakovati zoper kriza mena da jesti pojasnilo in dodati jesti po beseda en izmed možen drug država jesti povedati jesti oceniti preden torej jesti zaključiti,0,0,1,3,1,-1
prvak stranka desus erjavec t,0,0,1,2,0,0
deti uvesti na v čas jadranka,1,0,0,3,1,-1
hrvaški v čas kosor jesti,0,0,1,3,1,-1
v pogovor za spomniti ekonomist in,0,1,0,3,1,-1
ever fota lahovnik se strinjati zdaj fota pojasnilo jesti,0,1,0,3,1,-1
zdrav gospodarstvo v avtor sicer,0,1,0,3,1,-1
gospodarski stanje v imenovan eura,1,0,0,3,1,-1
evropa imenovan plus monitor,0,1,0,3,1,-1
biti dodati še švedska in upoštevajoč še švedska in slovaška in takoj za,0,1,0,4,0,1
še poljska in velik britanija še poljska in velik britanija nemčija nizozemski,0,1,0,3,1,-1
švedska in britanija recesija švedska in britanija pa,0,1,0,3,1,-1
storiti enak za in slovenija grčija predzadnji na rep,0,1,0,2,0,0
po vrsten red luksemburg on irska in na zadnji,0,1,0,2,0,0
red estonija nemčija zadnji mesto jesti slovenija jesti,0,1,0,2,0,0
luksemburg švedska,0,1,0,4,0,1
švedska slovaška in,0,1,0,4,0,1
nizozemski in poljska,0,1,0,4,0,1
pa jesti zadnji na,0,1,0,4,0,1
pa biti še in tudi francija,0,1,0,2,0,0
za on in estonija,0,1,0,2,0,0
jesti opravilo razprava praven služba,0,1,0,4,0,1
ki on imeti slovenija na volja on imeti banek na volja za biti lahek sprejeti slovenija banek lahek sprejeti banek banek slovenija banek slovenija slovenija biti lahek slovenija banek biti lahek imenovati oceniti da slovenija doslej biti da banek doslej biti ustrezen občutek da slovenija nadzoren funkcija da banek nadzoren funkcija biti plevčak desus slovenija jesti večkrat desus banek jesti večkrat padel,0,1,0,3,1,-1
kar se v predlagati ali že,1,0,0,3,1,-1
v koalicijski desus meniti andreja šircelj in bojan starman,0,1,0,3,1,-1
koalicijski sds ns in dejati marija plevčak banek slovenija,0,1,0,4,0,1
ns in biti zakon napovedati romana žveglič jesti oceniti,0,1,0,3,1,-1
noveti drugače horvati ns jesti jesti dejati romana žveglič,0,0,1,3,1,-1
jesti dejati plevčak desus,0,0,1,3,1,-1
podoben biti meniti šircelj sds in,0,0,1,3,1,-1
šircelj sds in starman dl,0,0,1,3,1,-1
in bojan starman ki jesti,0,1,0,3,1,-1
milijard ever stepišnik ps jesti,0,0,1,3,1,-1
referendum pasti frangež sd jesti,0,0,1,3,1,-1
prekrasen pokrajina kanjon in zati,1,0,0,4,0,1
kanjon iški in poleti se,1,0,0,4,0,1
raziskovati območje med pivka in,1,0,0,3,1,-1
med postojna in cerknica,1,0,0,3,1,-1
pivka in pripravljen bosti,1,0,0,3,1,-1
ti carta restavracija park laško restavracija wellness park fota arhiv,0,1,0,3,1,-1
v apartmaj skok k jesti obveznost skok z razvajanje v,1,0,0,3,1,-1
lahek obrniti na ideja za,0,1,0,3,1,-1
o o ulica 6 1234,1,0,0,3,1,-1
ulica 6 1234 splet http,1,0,0,3,1,-1
http emaiti infa,0,1,0,3,1,-1
odstoten delež v cen za 22 odstotek delnica drug delnica dolgoročen partner za država jesti belgijski banka v biti sporočiti dolgoročen partner v biti zapisati položaj v pa biti zapustiti konkurenca v 86 odstoten sodelovati pri dokapitalizacija beležiti 530 odražati realen vrednost ampak jesti pozneje delež v prod s pozitiven biti vložen v biti težek cena v govoriti o prelomnica o prelomnica v biti medtem dogovor noben zaplet za,0,1,0,4,0,1
slovenski banka jesti imeti v država jesti s doseči dogovor o minister janez šušteršič jesti s ta in časoven stiska pravi minister o odkup delež označiti za določen,0,1,0,4,0,1
član nadzoren svet hollows in rieta,0,0,1,3,1,-1
john hollows in docx ter član,0,0,1,3,1,-1
potreben v slovenija pa meniti v banka pa meniti,0,1,0,3,1,-1
cesten promet pri biti se ob,0,1,0,3,1,-1
lokacija parkirišče bivši rudnik na dolenjska parkirišče bivši veletržnica na dolenjska cesta,0,1,0,3,1,-1
veletržnica rudnik na cesta v ljubljana,1,0,0,3,1,-1
do izhod na cesta ter prek cesta ter prek jadranski ulica,1,0,0,3,1,-1
prek tržaški ulica in jamov,1,0,0,3,1,-1
jadranski ulica in cesta do langusov,1,0,0,3,1,-1
jamov cesta do ulica 4,1,0,0,3,1,-1
kota jesti poudariti plesec iz ljubljanski jesti pojasnilo n pomanjkanje,0,1,0,3,1,-1
hojnik iz podjetje transport v,0,1,0,3,1,-1
p beseda veren iz avtobusen,0,0,1,3,1,-1
jože veren iz promet murski sobota iz avtobusen promet sobota jesti rast,0,1,0,3,1,-1
premoženje on sled gat revija drug mesto vztrajati gat ki milijarda dolar gat in carlos,0,0,1,4,0,1
bill gat in sl n seznam,0,0,1,4,0,1
eden oda ustanoviteljev marka zuckerberg,0,1,0,3,1,-1
in tak jesti na 503,0,0,1,4,0,1
nissan zračen blazina biti pri jaz v slovenija biti na pregled povabiti japonski proizvajalec avtomobil nissan hond in 2004 biti vpoklicati poškodba sopotnik biti pri jaz in avensis biti vpoklicati voziti iz tokio iz in nissan biti,0,1,0,3,1,-1
hond in proizvajalec avtomobil toyot hond in milijon 480 tisoč iz toyota in biti sporočiti,0,1,0,3,1,-1
hond in biti zaradi mogoč hond in biti zaradi možen 480 tisoč pa,0,1,0,3,1,-1
115 v biti toyot na inflator biti v povabljen 1612 lastnikov inflator biti v povabljen 1612 lastnikov zastopnik hond v družba ac 20012003 v jesti biti prodan,1,0,0,3,1,-1
biti sporočiti s slovenija se sporočiti s toyota se lahek,0,1,0,3,1,-1
2004 v biti vpoklicati približen,1,0,0,3,1,-1
primer biti iz trije pa,1,0,0,3,1,-1
trije pa iz v noben,1,0,0,3,1,-1
podjetje takati iz iz toyota in podjetje takati iz medtem ko,1,0,0,3,1,-1
biti navesti jesti zračen blazina,0,1,0,2,0,0
tudi nemški proizvajalec volkswagen in,0,1,0,3,1,-1
proizvajalec daimler in bmw,0,1,0,3,1,-1
volkswagen in ameriški proizvajalec,0,1,0,3,1,-1
ameriški proizvajalec in general motors,0,1,0,3,1,-1
proizvajalec ford in motors italijanski,0,1,0,3,1,-1
član nadzoren svet odškodninski družba biti na čelo želeti zdenka grozd član nadzoren svet ki do član nadzoren svet odškodninski družba sod biti menjava nadzornik slediti še menjava biti na vrh postaviti zdenka grozd časnik na čelo postaviti direktorica javen jankovićev vpliv v in podjetje v,0,1,0,3,1,-1
čelo sod želeti grozd direktorica grozd direktorica holding ljubljana direktorica javen holding član nadzoren vrh sod postaviti grozd janković naj sod postaviti direktorica holding ljubljana zdenka direktorica javen holding zdenka grozd javen holding ljubljana grozd s,0,0,1,4,0,1
t biti zorna romana zoran janković in dobnikar prihajati,0,0,1,4,0,1
otmar zorna dobnikar sati zorna in prihajati iz kvota,0,0,1,4,0,1
romana dobnikar lozej nives nov nadzornik biti in cesarjev tak časnik dnevnik jesti direktor t lozej jesti direktor tol,0,0,1,4,0,1
nives cesar seničar in aleksandra državljanski lista pa iz desus,0,0,1,4,0,1
stane seničar in mervara jesti kvota sd iz državljanski lista,0,0,1,4,0,1
sestavljen iz ješovnik ig,0,0,1,3,1,-1
peter ješovnik gruden in nada,0,0,1,3,1,-1
ig gruden in droben popovič,0,0,1,3,1,-1
uprava pod vodstvo kuntarič ker,0,0,1,3,1,-1
zakon preklicati skupščina slovenija janković preklicati skupščina telek janković biti,0,1,0,3,1,-1
drugače povezan z občina ljubljana z mesten občina poročati časnik,0,1,0,3,1,-1
mesten svetnica na zoran janković svetnica na list janković zorna,0,1,0,3,1,-1
prihajati iz kvota mervara iz,0,1,0,3,1,-1
mervara iz lista seničar,0,1,0,3,1,-1
seničar pa iz janković biti,0,1,0,3,1,-1
biti na sestanek na kateri biti preveriti možnost letošnji prepričati o sposobnost da sam obveznica fota reuters jesti podoben road a tokrat jesti pod še velik da biti utegniti bit naslednji da se jesti že podati v ko jesti predvsem na domač,0,1,0,2,0,0
bnp paribasa banka in jp,0,1,0,4,0,1
deutsch banka in morgan chas,0,1,0,4,0,1
biti potekati v york boston,1,0,0,3,1,-1
new york los angelo,1,0,0,3,1,-1
boston angelo san,1,0,0,3,1,-1
los angelo francisec in na,1,0,0,3,1,-1
denaren sklad in banka ta,0,1,0,3,1,-1
skupaj z guverner slovenija marko kranjec z guverner banka marko kranjec mednaroden guverner banka slovenija kranjec mednaroden finančen,0,1,0,4,0,1
prodaja obveznica fota slovenija jesti podoben,0,1,0,3,1,-1
nato poslati v uporabiti on,1,0,0,3,1,-1
komisija v spomladanski jesti napovedati komisija spomladanski februarski napoved jesti slovenija za letos rast napovedovati komisija oll splošen izboljševati evroobmočje za letos jesti napovedati,0,1,0,3,1,-1
spomladanski gospodarski napoved jesti tak za spomladanski gospodarski napoved jesti tak za opozarjati v bruselj za v bruselj za slovenija napovedovati doseči v biti že večkrat mora poslati v v začetek mesec in eu on za letos počasen okrevanje v opozarjati predvsem na jesti pozvati evroobmočje za letos,0,1,0,3,1,-1
slovenija v družba protest na ciper ciper protest na padec bdp biti imeti le še in sicer,0,1,0,2,0,0
let v celoten imeti le še ves drug članica biti v let povprečje evroobmočje in komisija ob v evroobmočje in bruselj on rast celoten pa letos odstoten celoten pa letos in mešanica politika jesti osredotočen na v evroobmočje in na splošen izboljševati odstoten pa odstotek v pa letos,0,1,0,2,0,0
javen finance ta ukrep pričakovati evropski komisija rehn jesti ob jesti še poudariti stanje javen,0,0,1,3,1,-1
brezposelnost imeti v španija in,1,0,0,2,0,0
v grčija in na portugalski,1,0,0,2,0,0
španija in na evroobmočje biti,1,0,0,2,0,0
kriza brezposelnost v jesti pozvati,1,0,0,3,1,-1
biti klima v tokrat hrvaški kupec manjkati nit v in ta tržen delež v in na hrvaški,1,0,0,3,1,-1
v ta del a medtem,1,0,0,3,1,-1
biti on v skrbeti mercatorjev dolg,1,0,0,3,1,-1
skoraj tolik kot biti lani ter rast v ter bosna in,0,1,0,3,1,-1
kota piš se jesti še piš kota še,0,1,0,3,1,-1
na nujen potrebovati nov scenarij ko jesti kupiti podjetje on jesti kupiti podoben scenarija generator nelikvidnost prihod v mercator pa,0,0,1,2,0,0
tudi zaradi vstop v evropski unija slovenija in na ter rast v,0,1,0,2,0,0
p pisanje biti vlada iva,0,1,0,3,1,-1
index biti vlada sanader in jadranka,0,0,1,3,1,-1
iva sanader in kosor podjetje skupina,0,0,1,3,1,-1
pik vrbovec in najvelik hrvaški,0,1,0,2,0,0
tak pri banka paribasa j,0,1,0,3,1,-1
bnp paribasa p,0,1,0,3,1,-1
morgan in banka med drug,0,1,0,3,1,-1
štirje podjetje konceren zvijezdo,0,1,0,2,0,0
konceren leda konzum in,0,1,0,2,0,0
zvijezdo in jamnica,0,1,0,2,0,0
konzum in fota reuters,0,1,0,2,0,0
let 2009 opozarjati list jesti,0,1,0,3,1,-1
v srbija ter in hercegovina,1,0,0,3,1,-1
se jesti cena odstotek v se jesti cena povprečen cena v jesti doseči biti zaznati v cena plin povprečen cena v jesti doseči,1,0,0,4,0,1
jesti na raven cena plin znižati za gospodinjstvo v biti se drug energija v članica v leten primerjava,0,1,0,3,1,-1
najbolj podražiti na v zadnji šesti leten raven imeti odstotek,1,0,0,2,0,0
odstotek odstotek ever in ever,1,0,0,2,0,0
odstotek odstotek ever in 23 ever,1,0,0,2,0,0
odstotek ter in portugalska v,1,0,0,2,0,0
ter irska in v oba država,1,0,0,2,0,0
padec biti imeti odstotek visok cena imeti ever,1,0,0,2,0,0
odstotek odstotek in,1,0,0,4,0,1
odstotek in odstotek,1,0,0,4,0,1
gospodinjstvo nizek v ever za odstotek in odstotek,1,0,0,2,0,0
kilovaten ura ever plin nizek v ever za,1,0,0,4,0,1
ever ever odstotek odstotek ever in v ever,1,0,0,4,0,1
biti visok imeti ever ever ever in,1,0,0,2,0,0
ever ever in,1,0,0,2,0,0
nacionalen valuta imeti odstotek,1,0,0,2,0,0
ura na ever in,1,0,0,4,0,1
maj iz prejeti pismo projekt šesti blok šoštanje v šesti blok termoelektrarna v sklad številka investicija v 6 jesti govoriti o podražitev 6 za 140 maj iz prejeti pismo ever hkrat v ta pismo dan podpis pogodba z ministrstvo za oda hse in v kateri vodstvo hse in ter nadzornik iz sds jesti 6 označiti kot,0,1,0,3,1,-1
vreden posojilo pri investicijski banka pod,0,1,0,3,1,-1
ter preden jesti sprejeti poroštven zakon jesti da terjati oda vlada,0,1,0,3,1,-1
uroš čufera fota žibert minister čufera,0,0,1,3,1,-1
jesti poudariti tu videti trije,0,0,1,3,1,-1
jasen podatek oda in tešati predvsem na vodstvo in tešati ter,0,1,0,2,0,0
černač iz vrsta jesti opozorilo andreja vizjak iz jesti titi 6,0,1,0,3,1,-1
čim majhen m iz vrsta izvršen dejstvo jesti ta očitek,0,0,1,2,0,0
m iz vrsta jesti poudariti še najbolj lokalen iz šaleški dolina,0,1,0,2,0,0
ta projekt up da,0,0,1,4,0,1
zdravje poslanec joža velikonj jesti poslanec ps velikonj jesti opozorilo,0,0,1,3,1,-1
jesti dodati vizjak iz sds,0,0,1,3,1,-1
lokalen sd iz dolina t jesti znan za dolina torej,1,0,0,2,0,0
p pojasnilo direktor peter dermol jesti pojasnilo direktor tešati dermol jesti večina čas začeti težek predvideti,0,1,0,2,0,0
da biti z v en mesec ponoven pogajanje z kota jesti se mora tudi zavedati da,0,0,1,2,0,0
med eu in ki naj on eu in podpisati konec april med eu in biti po predvidevanje v eu in nov sporazum kamor kol v in nato naprej do zdaj z sploh biti imeti iz slovenija v biti doslej lahek med evropa in tak da,0,1,0,4,0,1
čezatlantski polet komisija ocenjevati,0,1,0,3,1,-1
članica eu z nadomestilo z,1,0,0,4,0,1
med on tudi pa do na pot iz v zda biti,0,1,0,3,1,-1
prepričan podpredsednik uprava airways marjati ravnikar uprava adrio airways ravnikar potnik,0,1,0,4,0,1
neposreden let med in zda,1,0,0,4,0,1
več let iz do vozlišče,1,0,0,3,1,-1
vozlišče vzpostavljen na p uveljavitev,1,0,0,3,1,-1
čas slovenski predsedovanje eu začeti slovenski predsedovanje svet začeti drug,0,1,0,3,1,-1
prek podjetje iz arabski emirat obvladovati dunes internationala iz arabski emirat,0,1,0,3,1,-1
oprema tko iz sobota ki,1,0,0,3,1,-1
finančen svetovalec iz britanija dnevnik,1,0,0,3,1,-1
velik britanija pa piš ever piš in dodajati pojasnjevati ozadje zidarjev podjetje p pisanje pa biti lahek,0,1,0,3,1,-1
lahek družba z vzhod opraviti za,1,0,0,3,1,-1
da jesti lastnik dunes internationala jesti zidar lastnik internationala on predsednik posloven svet zanimiv pa ki on jesti ustanoviti let 2011 skratek naj biti v polovica dobiček zidar posel biti posel biti izpodbijati naklonjen stečajen upraviteljica delovati v korist,0,0,1,1,0,0
praven poslovodski svetovanje plačati ever enak ves prihodek v let 2011,0,1,0,2,0,0
zidarjev podjetje holding jesti pred zidarjev podjetje sct jesti pred začetek,0,1,0,2,0,0
jesti stečajen upravitelj naložba andreja krašek stečajen upravitelj sct andreja krašek odločiti upravitelj sct naložba krašek odločiti vmes jesti postati direktor agencija krašek postati direktor za varstvo konkurenca,0,1,0,3,1,-1
obdobje jesti iz raqu jesti iz sct raqu uiti,0,1,0,2,0,0
lahek nadaljevati s da se za avtocesta v za avtocesta v dars prepovedati vsak avtocesta v rs prepovedati vsak ravnanje červek tak postopek javen naročiti biti na uprava nasloviti zahtevek za gradnja predor lahek tak vsak nadaljnji ravnanje v postopek oddaja odločiti da postopek biti treba namreč najprej odločiti kot prvostopenjski organ april se mora odločiti da se glede revizijski postopek zahtevek v praviti da da se izreči o zahtevek,0,1,0,3,1,-1
ki on sestavljati in primorje zavrniti predlog družba in primorje ki on sestavljati in primorje prejeti družba in primorje biti primorje in pa glede na červekov pojasnilo biti in primorje zahtevati,0,1,0,2,0,0
sestavljati sct in in avstrijski družba sct in da se sestavljati sct in in avstrijski družba sct in biti na uprava lasten odgovornost in sct pa biti sct in zahtevati vsak nadaljnji,0,1,0,2,0,0
pojasnilo predsednik komisija červek tak lahek tak postopek oddaja jesti še povedati fota kanal jesti dejati gled revizijski jesti povedati v primer pravi predsednik revizijski komisija,0,0,1,4,0,1
odsek hiter cesta izola jesti biti,1,0,0,3,1,-1
hiter cesta koper jesti biti med,1,0,0,3,1,-1
v skupen nastop oberosler cav,0,1,0,4,0,1
nastop vidoneti cav pietra,0,1,0,4,0,1
pietra in vittadelti poleg,0,1,0,4,0,1
in avstrijski v družba,0,1,0,3,1,-1
červek fota a p červekov,0,1,0,3,1,-1
po nasproten predlog v nov nadzoren po nasproten predlog v nov nadzoren,0,1,0,3,1,-1
nadzoren svet imenovati smrekar peter nadzoren svet imenovati smrekar peter,0,0,1,4,0,1
enz smrekar groznik goran enz smrekar groznik goran že omenjen nekdanji prvi,0,0,1,3,1,-1
peter groznik brankovič in jože peter groznik brankovič in jože,0,0,1,4,0,1
goran brankovič in bajuka ž goran brankovič in bajuka imenovan,0,0,1,4,0,1
predsednik uprava zavarovalnica jesti,0,1,0,2,0,0
vladimir malenković bratina že,0,0,1,3,1,-1
nekdanji prvi mož airways kleme boštjančič mož adrio airways boštjančič simona,0,1,0,3,1,-1
kleme boštjančič čadež in alenka,0,0,1,3,1,-1
simona čadež in podbevšek n,0,0,1,3,1,-1
young iz tuditi na,1,0,0,3,1,-1
jesti predsednik uprava laško dušan zorka predsednik uprava pivovarna dušan zorka izraziti uprava pivovarna laško zorka izraziti upanje prodaja mercator pričakovati v prvi let 2014 jesti tudi pojasnilo svet jesti odgovoriti da,0,1,0,4,0,1
priti do prodaja saj biti ever prodaja zorka pričakovati v,0,1,0,4,0,1
da naj biti telek preko hrvat telek slovenija telek imeti v za telek slovenija telek naj biti jesti omenjen poteza telek če,0,1,0,3,1,-1
preko hrvat kupovati slovenija deutsch hrvat kupovati telek deutsch telek se zanimati za slovenija deutsch telek zanimati za telek deutsch telek naj nakup odstotek slovenija in odstotek telek in sicer dokumentacija za nakup slovenija ki za nakup telek ki predvidevati za odstotek slovenija fota pop odstotek telek fota pop tv sodelovati pri privatizacija slovenija kota pri privatizacija telek kota jesti naložba rs v biti upoštevati sam,0,1,0,3,1,-1
večinski last hrvaški ht in hrvaški hčerinski družba telek t privatizacija 23 odstotek ht odstotek delnica ht biti in kolik biti ht resničen,0,1,0,3,1,-1
telek slovenija fota tv hrvaški jesti,0,1,0,3,1,-1
madžar zanimati tudi telek islandski,0,1,0,3,1,-1
telek islandski in italijanski telec,0,1,0,3,1,-1
skipt in italijanski italio komisija,0,1,0,3,1,-1
telec italio za vodenje in prodaja kapitalski naložba v telekdo biti,0,1,0,3,1,-1
jesti april obiskati nastanitven objekt po skupaj prespati turističen trg v ustvariti manj prenočitev,1,0,0,2,0,0
domačin biti priljubljen in zdraviliški kraja,1,0,0,4,0,1
zapeljati še v maribor in ustvariti v občina piran,1,0,0,4,0,1
